15_3_133, <011/101/110>, 577768 ,<011/100/100>, 336835
15_3_134, <011/101/110>, 727152 ,<011/100/100>, 318765
15_3_135, <011/101/110>, 607753 ,<011/100/100>, 338719
15_3_136, <011/101/110>, 794500 ,<011/100/100>, 275789
15_3_137, <011/101/110>, 711914 ,<011/100/100>, 314288
15_3_138, <011/101/110>, 795369 ,<011/100/100>, 268401
15_3_139, <011/101/110>, 820531 ,<011/100/100>, 256244
15_3_13, <011/101/110>, 822568 ,<011/100/100>, 261197
15_3_140, <011/101/110>, 830195 ,<011/100/100>, 251761
15_3_141, <011/101/110>, 739321 ,<011/100/100>, 297799
15_3_142, <011/101/110>, 599261 ,<011/100/100>, 341606
15_3_143, <011/101/110>, 797417 ,<011/100/100>, 272393
15_3_144, <011/101/110>, 696967 ,<011/100/100>, 311231
15_3_145, <011/101/110>, 732186 ,<011/100/100>, 293441
15_3_146, <011/101/110>, 839739 ,<011/100/100>, 244535
15_3_147, <011/101/110>, 784401 ,<011/100/100>, 283964
15_3_148, <011/101/110>, 666445 ,<011/100/100>, 313621
15_3_149, <011/101/110>, 711463 ,<011/100/100>, 320222
15_3_14, <011/101/110>, 798441 ,<011/100/100>, 275046
15_3_150, <011/101/110>, 800137 ,<011/100/100>, 258865
15_3_151, <011/101/110>, 8,<011/100/100>, 262339
15_3_152, <011/101/110>, 825872 ,<011/100/100>, 248394
15_3_153, <011/101/110>, 772946 ,<011/100/100>, 281669
15_3_154, <011/101/110>, 709517 ,<011/100/100>, 290642
15_3_155, <011/101/110>, 823506 ,<011/100/100>, 253298
15_3_156, <011/101/110>, 770166 ,<011/100/100>, 284223
15_3_157, <011/101/110>, 797153 ,<011/100/100>, 256931
15_3_158, <011/101/110>, 733104 ,<011/100/100>, 313983
15_3_159, <011/101/110>, 840090 ,<011/100/100>, 237422
15_3_15, <011/101/110>, 634025 ,<011/100/100>, 325267
15_3_160, <011/101/110>, 729123 ,<011/100/100>, 312732
15_3_161, <011/101/110>, 837215 ,<011/100/100>, 237532
15_3_162, <011/101/110>, 754487 ,<011/100/100>, 277969
15_3_163, <011/101/110>, 815686 ,<011/100/100>, 258409
15_3_164, <011/101/110>, 757104 ,<011/100/100>, 300007
15_3_165, <011/101/110>, 821023 ,<011/100/100>, 260521
15_3_166, <011/101/110>, 719379 ,<011/100/100>, 324145
15_3_167, <011/101/110>, 680653 ,<011/100/100>, 342801
15_3_168, <011/101/110>, 768176 ,<011/100/100>, 293455
15_3_169, <011/101/110>, 823521 ,<011/100/100>, 254768
15_3_16, <011/101/110>, 811176 ,<011/100/100>, 265551
15_3_170, <011/101/110>, 797773 ,<011/100/100>, 272060
15_3_171, <011/101/110>, 727572 ,<011/100/100>, 313775
15_3_172, <011/101/110>, 838685 ,<011/100/100>, 249258
15_3_173, <011/101/110>, 627862 ,<011/100/100>, 324611
15_3_174, <011/101/110>, 526412 ,<011/100/100>, 355018
15_3_175, <011/101/110>, 815876 ,<011/100/100>, 256149
15_3_176, <011/101/110>, 678535 ,<011/100/100>, 323695
15_3_177, <011/101/110>, 757616 ,<011/100/100>, 308624
15_3_178, <011/101/110>, 818698 ,<011/100/100>, 258401
15_3_179, <011/101/110>, 727497 ,<011/100/100>, 310918
15_3_17, <011/101/110>, 719118 ,<011/100/100>, 318503
15_3_180, <011/101/110>, 836213 ,<011/100/100>, 249692
15_3_181, <011/101/110>, 758925 ,<011/100/100>, 289222
15_3_182, <011/101/110>, 873617 ,<011/100/100>, 217557
15_3_183, <011/101/110>, 816092 ,<011/100/100>, 257034
15_3_184, <011/101/110>, 824369 ,<011/100/100>, 259659
15_3_185, <011/101/110>, 733835 ,<011/100/100>, 295410
15_3_186, <011/101/110>, 714784 ,<011/100/100>, 316401
15_3_187, <011/101/110>, 768086 ,<011/100/100>, 290443
15_3_188, <011/101/110>, 761424 ,<011/100/100>, 293628
15_3_189, <011/101/110>, 421872 ,<011/100/100>, 234449
15_3_18, <011/101/110>, 732374 ,<011/100/100>, 312464
15_3_190, <011/101/110>, 747529 ,<011/100/100>, 293787
15_3_191, <011/101/110>, 775869 ,<011/100/100>, 287290
15_3_192, <011/101/110>, 738679 ,<011/100/100>, 276120
15_3_193, <011/101/110>, 875536 ,<011/100/100>, 215602
15_3_194, <011/101/110>, 577168 ,<011/100/100>, 361659
15_3_195, <011/101/110>, 726491 ,<011/100/100>, 308411
15_3_196, <011/101/110>, 765655 ,<011/100/100>, 290432
15_3_197, <011/101/110>, 798580 ,<011/100/100>, 264797
15_3_198, <011/101/110>, 737991 ,<011/100/100>, 306828
15_3_199, <011/101/110>, 756689 ,<011/100/100>, 298766
15_3_19, <011/101/110>, 813505 ,<011/100/100>, 258451
15_3_1, <011/101/110>, 730803 ,<011/100/100>, 304495
15_3_200, <011/101/110>, 726357 ,<011/100/100>, 304152
15_3_201, <011/101/110>, 851880 ,<011/100/100>, 236216
15_3_202, <011/101/110>, 911114 ,<011/100/100>, 187870
15_3_203, <011/101/110>, 765877 ,<011/100/100>, 289031
15_3_204, <011/101/110>, 80,<011/100/100>, 262482
15_3_205, <011/101/110>, 758136 ,<011/100/100>, 292294
15_3_206, <011/101/110>, 869547 ,<011/100/100>, 225516
15_3_207, <011/101/110>, 789599 ,<011/100/100>, 269425
15_3_208, <011/101/110>, 720575 ,<011/100/100>, 315733
15_3_209, <011/101/110>, 835952 ,<011/100/100>, 243630
15_3_20, <011/101/110>, 750884 ,<011/100/100>, 307201
15_3_210, <011/101/110>, 739073 ,<011/100/100>, 306361
15_3_211, <011/101/110>, 779044 ,<011/100/100>, 285823
15_3_212, <011/101/110>, 875165 ,<011/100/100>, 219539
15_3_213, <011/101/110>, 762015 ,<011/100/100>, 291876
15_3_214, <011/101/110>, 818486 ,<011/100/100>, 256190
15_3_215, <011/101/110>, 764795 ,<011/100/100>, 297797
15_3_216, <011/101/110>, 790747 ,<011/100/100>, 282169
15_3_217, <011/101/110>, 800912 ,<011/100/100>, 270102
15_3_218, <011/101/110>, 721881 ,<011/100/100>, 311992
15_3_219, <011/101/110>, 761809 ,<011/100/100>, 299105
15_3_21, <011/101/110>, 775348 ,<011/100/100>, 289656
15_3_220, <011/101/110>, 795308 ,<011/100/100>, 274927
15_3_221, <011/101/110>, 802821 ,<011/100/100>, 267781
15_3_222, <011/101/110>, 821101 ,<011/100/100>, 262244
15_3_223, <011/101/110>, 833923 ,<011/100/100>, 246749
15_3_224, <011/101/110>, 869132 ,<011/100/100>, 226151
15_3_225, <011/101/110>, 871432 ,<011/100/100>, 223240
15_3_226, <011/101/110>, 845603 ,<011/100/100>, 236741
15_3_227, <011/101/110>, 825461 ,<011/100/100>, 249393
15_3_228, <011/101/110>, 693286 ,<011/100/100>, 334404
15_3_229, <011/101/110>, 803108 ,<011/100/100>, 263634
15_3_22, <011/101/110>, 764248 ,<011/100/100>, 295122
15_3_230, <011/101/110>, 781173 ,<011/100/100>, 266708
15_3_231, <011/101/110>, 690538 ,<011/100/100>, 317517
15_3_232, <011/101/110>, 727312 ,<011/100/100>, 311668
15_3_233, <011/101/110>, 740696 ,<011/100/100>, 301798
15_3_234, <011/101/110>, 690898 ,<011/100/100>, 335798
15_3_235, <011/101/110>, 775830 ,<011/100/100>, 286239
15_3_236, <011/101/110>, 8,<011/100/100>, 265674
15_3_237, <011/101/110>, 752178 ,<011/100/100>, 291055
15_3_238, <011/101/110>, 715775 ,<011/100/100>, 316510
15_3_239, <011/101/110>, 712095 ,<011/100/100>, 321606
15_3_23, <011/101/110>, 824385 ,<011/100/100>, 259258
15_3_240, <011/101/110>, 796092 ,<011/100/100>, 272976
15_3_241, <011/101/110>, 798670 ,<011/100/100>, 268383
15_3_242, <011/101/110>, 807197 ,<011/100/100>, 265986
15_3_243, <011/101/110>, 857538 ,<011/100/100>, 229223
15_3_244, <011/101/110>, 832173 ,<011/100/100>, 250437
15_3_245, <011/101/110>, 739293 ,<011/100/100>, 299354
15_3_246, <011/101/110>, 757301 ,<011/100/100>, 294554
15_3_247, <011/101/110>, 803958 ,<011/100/100>, 264945
15_3_248, <011/101/110>, 854710 ,<011/100/100>, 231877
15_3_249, <011/101/110>, 749756 ,<011/100/100>, 302311
15_3_24, <011/101/110>, 791775 ,<011/100/100>, 279180
15_3_250, <011/101/110>, 850137 ,<011/100/100>, 236504
15_3_251, <011/101/110>, 797608 ,<011/100/100>, 270906
15_3_252, <011/101/110>, 825359 ,<011/100/100>, 256562
15_3_253, <011/101/110>, 759514 ,<011/100/100>, 284090
15_3_254, <011/101/110>, 720075 ,<011/100/100>, 305261
15_3_255, <011/101/110>, 584593 ,<011/100/100>, 351569
15_3_256, <011/101/110>, 809120 ,<011/100/100>, 270244
15_3_257, <011/101/110>, 891765 ,<011/100/100>, 202321
15_3_258, <011/101/110>, 805238 ,<011/100/100>, 264828
15_3_259, <011/101/110>, 787293 ,<011/100/100>, 280602
15_3_25, <011/101/110>, 722049 ,<011/100/100>, 317688
15_3_260, <011/101/110>, 844780 ,<011/100/100>, 233692
15_3_261, <011/101/110>, 771999 ,<011/100/100>, 285063
15_3_262, <011/101/110>, 842675 ,<011/100/100>, 234320
15_3_263, <011/101/110>, 691380 ,<011/100/100>, 327134
15_3_264, <011/101/110>, 784156 ,<011/100/100>, 276534
15_3_265, <011/101/110>, 846255 ,<011/100/100>, 243153
15_3_266, <011/101/110>, 723422 ,<011/100/100>, 301768
15_3_267, <011/101/110>, 805583 ,<011/100/100>, 262444
15_3_268, <011/101/110>, 665237 ,<011/100/100>, 316806
15_3_269, <011/101/110>, 775361 ,<011/100/100>, 283634
15_3_26, <011/101/110>, 666339 ,<011/100/100>, 321544
15_3_270, <011/101/110>, 741885 ,<011/100/100>, 294336
15_3_271, <011/101/110>, 793304 ,<011/100/100>, 276116
15_3_272, <011/101/110>, 736266 ,<011/100/100>, 295619
15_3_273, <011/101/110>, 861461 ,<011/100/100>, 226647
15_3_274, <011/101/110>, 676985 ,<011/100/100>, 338438
15_3_275, <011/101/110>, 763770 ,<011/100/100>, 296087
15_3_276, <011/101/110>, 807055 ,<011/100/100>, 265899
15_3_277, <011/101/110>, 661353 ,<011/100/100>, 331343
15_3_278, <011/101/110>, 780909 ,<011/100/100>, 267047
15_3_279, <011/101/110>, 792861 ,<011/100/100>, 277181
15_3_27, <011/101/110>, 820187 ,<011/100/100>, 261268
15_3_280, <011/101/110>, 830647 ,<011/100/100>, 248789
15_3_281, <011/101/110>, 727603 ,<011/100/100>, 309195
15_3_282, <011/101/110>, 835475 ,<011/100/100>, 244021
15_3_283, <011/101/110>, 711926 ,<011/100/100>, 310645
15_3_284, <011/101/110>, 871681 ,<011/100/100>, 213342
15_3_285, <011/101/110>, 788741 ,<011/100/100>, 278462
15_3_286, <011/101/110>, 778092 ,<011/100/100>, 266103
15_3_287, <011/101/110>, 864772 ,<011/100/100>, 225657
15_3_288, <011/101/110>, 846459 ,<011/100/100>, 237469
15_3_289, <011/101/110>, 786747 ,<011/100/100>, 264214
15_3_28, <011/101/110>, 814860 ,<011/100/100>, 263826
15_3_290, <011/101/110>, 803573 ,<011/100/100>, 267409
15_3_291, <011/101/110>, 804365 ,<011/100/100>, 264884
15_3_292, <011/101/110>, 905203 ,<011/100/100>, 198939
15_3_293, <011/101/110>, 848635 ,<011/100/100>, 237256
15_3_294, <011/101/110>, 829111 ,<011/100/100>, 253748
15_3_295, <011/101/110>, 684227 ,<011/100/100>, 335231
15_3_296, <011/101/110>, 802235 ,<011/100/100>, 262188
15_3_297, <011/101/110>, 741957 ,<011/100/100>, 304534
15_3_298, <011/101/110>, 801055 ,<011/100/100>, 275833
15_3_299, <011/101/110>, 700660 ,<011/100/100>, 320992
15_3_29, <011/101/110>, 801898 ,<011/100/100>, 271538
15_3_2, <011/101/110>, 685233 ,<011/100/100>, 332838
15_3_300, <011/101/110>, 791533 ,<011/100/100>, 277208
15_3_301, <011/101/110>, 762327 ,<011/100/100>, 295955
15_3_302, <011/101/110>, 798403 ,<011/100/100>, 261771
15_3_303, <011/101/110>, 808644 ,<011/100/100>, 268759
15_3_304, <011/101/110>, 776093 ,<011/100/100>, 281012
15_3_305, <011/101/110>, 757221 ,<011/100/100>, 298646
15_3_306, <011/101/110>, 736258 ,<011/100/100>, 312564
15_3_307, <011/101/110>, 888199 ,<011/100/100>, 212086
15_3_308, <011/101/110>, 686165 ,<011/100/100>, 318566
15_3_309, <011/101/110>, 816200 ,<011/100/100>, 258511
15_3_30, <011/101/110>, 792451 ,<011/100/100>, 266712
15_3_310, <011/101/110>, 776374 ,<011/100/100>, 277245
15_3_311, <011/101/110>, 822147 ,<011/100/100>, 263158
15_3_312, <011/101/110>, 811236 ,<011/100/100>, 265617
15_3_313, <011/101/110>, 332824 ,<011/100/100>, 285974
15_3_314, <011/101/110>, 799098 ,<011/100/100>, 266778
15_3_315, <011/101/110>, 795000 ,<011/100/100>, 279865
15_3_316, <011/101/110>, 782483 ,<011/100/100>, 285374
15_3_317, <011/101/110>, 751238 ,<011/100/100>, 297081
15_3_318, <011/101/110>, 817406 ,<011/100/100>, 264194
15_3_319, <011/101/110>, 804952 ,<011/100/100>, 267871
15_3_31, <011/101/110>, 744298 ,<011/100/100>, 302867
15_3_320, <011/101/110>, 698174 ,<011/100/100>, 324613
15_3_321, <011/101/110>, 792730 ,<011/100/100>, 274252
15_3_322, <011/101/110>, 925916 ,<011/100/100>, 183648
15_3_323, <011/101/110>, 681663 ,<011/100/100>, 332129
15_3_324, <011/101/110>, 792853 ,<011/100/100>, 278726
15_3_325, <011/101/110>, 787269 ,<011/100/100>, 282910
15_3_326, <011/101/110>, 704903 ,<011/100/100>, 316257
15_3_327, <011/101/110>, 817656 ,<011/100/100>, 256741
15_3_328, <011/101/110>, 738881 ,<011/100/100>, 316563
15_3_329, <011/101/110>, 828916 ,<011/100/100>, 256023
15_3_32, <011/101/110>, 814936 ,<011/100/100>, 265181
15_3_330, <011/101/110>, 801305 ,<011/100/100>, 275161
15_3_331, <011/101/110>, 736113 ,<011/100/100>, 307627
15_3_332, <011/101/110>, 771233 ,<011/100/100>, 287181
15_3_333, <011/101/110>, 688759 ,<011/100/100>, 323714
15_3_334, <011/101/110>, 797633 ,<011/100/100>, 277982
15_3_335, <011/101/110>, 714078 ,<011/100/100>, 308037
15_3_336, <011/101/110>, 861624 ,<011/100/100>, 229512
15_3_337, <011/101/110>, 828333 ,<011/100/100>, 251357
15_3_338, <011/101/110>, 763016 ,<011/100/100>, 285541
15_3_339, <011/101/110>, 858137 ,<011/100/100>, 233669
15_3_33, <011/101/110>, 793202 ,<011/100/100>, 279129
15_3_340, <011/101/110>, 672357 ,<011/100/100>, 328330
15_3_341, <011/101/110>, 642329 ,<011/100/100>, 343524
15_3_342, <011/101/110>, 789220 ,<011/100/100>, 271672
15_3_343, <011/101/110>, 759292 ,<011/100/100>, 296573
15_3_344, <011/101/110>, 886763 ,<011/100/100>, 206680
15_3_345, <011/101/110>, 877888 ,<011/100/100>, 221050
15_3_346, <011/101/110>, 785409 ,<011/100/100>, 266554
15_3_347, <011/101/110>, 827590 ,<011/100/100>, 256411
15_3_348, <011/101/110>, 803252 ,<011/100/100>, 264297
15_3_349, <011/101/110>, 720847 ,<011/100/100>, 325715
15_3_34, <011/101/110>, 768434 ,<011/100/100>, 296896
15_3_350, <011/101/110>, 826017 ,<011/100/100>, 255622
15_3_351, <011/101/110>, 771912 ,<011/100/100>, 294296
15_3_352, <011/101/110>, 648311 ,<011/100/100>, 333177
15_3_353, <011/101/110>, 763262 ,<011/100/100>, 301445
15_3_354, <011/101/110>, 691884 ,<011/100/100>, 326681
15_3_355, <011/101/110>, 780801 ,<011/100/100>, 288534
15_3_356, <011/101/110>, 804158 ,<011/100/100>, 270579
15_3_357, <011/101/110>, 759201 ,<011/100/100>, 296948
15_3_358, <011/101/110>, 779661 ,<011/100/100>, 281772
15_3_359, <011/101/110>, 774962 ,<011/100/100>, 288719
15_3_35, <011/101/110>, 738044 ,<011/100/100>, 307485
15_3_360, <011/101/110>, 780058 ,<011/100/100>, 277221
15_3_361, <011/101/110>, 868847 ,<011/100/100>, 221458
15_3_362, <011/101/110>, 766915 ,<011/100/100>, 288879
15_3_363, <011/101/110>, 790256 ,<011/100/100>, 278830
15_3_364, <011/101/110>, 846397 ,<011/100/100>, 238538
15_3_365, <011/101/110>, 686523 ,<011/100/100>, 320288
15_3_366, <011/101/110>, 693649 ,<011/100/100>, 323722
15_3_367, <011/101/110>, 813513 ,<011/100/100>, 260506
15_3_368, <011/101/110>, 739896 ,<011/100/100>, 288919
15_3_369, <011/101/110>, 791466 ,<011/100/100>, 269436
15_3_36, <011/101/110>, 768568 ,<011/100/100>, 297579
15_3_370, <011/101/110>, 792222 ,<011/100/100>, 275454
15_3_371, <011/101/110>, 789417 ,<011/100/100>, 265637
15_3_372, <011/101/110>, 833836 ,<011/100/100>, 244478
15_3_373, <011/101/110>, 766741 ,<011/100/100>, 294841
15_3_374, <011/101/110>, 813471 ,<011/100/100>, 250054
15_3_375, <011/101/110>, 855516 ,<011/100/100>, 234778
15_3_376, <011/101/110>, 765272 ,<011/100/100>, 279338
15_3_377, <011/101/110>, 735087 ,<011/100/100>, 307765
15_3_378, <011/101/110>, 820183 ,<011/100/100>, 255253
15_3_379, <011/101/110>, 833320 ,<011/100/100>, 253044
15_3_37, <011/101/110>, 735149 ,<011/100/100>, 311786
15_3_380, <011/101/110>, 839935 ,<011/100/100>, 247711
15_3_381, <011/101/110>, 835860 ,<011/100/100>, 245135
15_3_382, <011/101/110>, 771424 ,<011/100/100>, 295251
15_3_383, <011/101/110>, 756068 ,<011/100/100>, 304935
15_3_384, <011/101/110>, 713899 ,<011/100/100>, 314990
15_3_385, <011/101/110>, 768847 ,<011/100/100>, 288939
15_3_386, <011/101/110>, 844766 ,<011/100/100>, 243301
15_3_387, <011/101/110>, 782571 ,<011/100/100>, 281038
15_3_388, <011/101/110>, 801066 ,<011/100/100>, 258335
15_3_389, <011/101/110>, 749657 ,<011/100/100>, 302536
15_3_38, <011/101/110>, 785243 ,<011/100/100>, 288106
15_3_390, <011/101/110>, 807587 ,<011/100/100>, 267471
15_3_391, <011/101/110>, 760478 ,<011/100/100>, 296098
15_3_392, <011/101/110>, 801856 ,<011/100/100>, 268791
15_3_393, <011/101/110>, 797829 ,<011/100/100>, 264988
15_3_394, <011/101/110>, 794262 ,<011/100/100>, 276820
15_3_395, <011/101/110>, 760199 ,<011/100/100>, 294212
15_3_396, <011/101/110>, 708840 ,<011/100/100>, 325168
15_3_397, <011/101/110>, 878438 ,<011/100/100>, 217130
15_3_398, <011/101/110>, 762663 ,<011/100/100>, 294340
15_3_399, <011/101/110>, 782169 ,<011/100/100>, 285780
15_3_39, <011/101/110>, 709274 ,<011/100/100>, 322384
15_3_3, <011/101/110>, 815044 ,<011/100/100>, 262333
15_3_400, <011/101/110>, 802571 ,<011/100/100>, 269604
15_3_401, <011/101/110>, 773517 ,<011/100/100>, 282780
15_3_402, <011/101/110>, 563659 ,<011/100/100>, 342110
15_3_403, <011/101/110>, 779425 ,<011/100/100>, 281500
15_3_404, <011/101/110>, 801673 ,<011/100/100>, 270643
15_3_405, <011/101/110>, 762592 ,<011/100/100>, 292787
15_3_406, <011/101/110>, 733409 ,<011/100/100>, 308486
15_3_407, <011/101/110>, 804068 ,<011/100/100>, 260412
15_3_408, <011/101/110>, 768804 ,<011/100/100>, 289012
15_3_409, <011/101/110>, 751280 ,<011/100/100>, 296427
15_3_40, <011/101/110>, 834277 ,<011/100/100>, 252443
15_3_410, <011/101/110>, 720945 ,<011/100/100>, 313694
15_3_411, <011/101/110>, 746827 ,<011/100/100>, 302143
15_3_412, <011/101/110>, 785522 ,<011/100/100>, 284712
15_3_413, <011/101/110>, 821754 ,<011/100/100>, 258688
15_3_414, <011/101/110>, 832151 ,<011/100/100>, 251801
15_3_415, <011/101/110>, 828577 ,<011/100/100>, 253691
15_3_416, <011/101/110>, 726736 ,<011/100/100>, 316023
15_3_417, <011/101/110>, 854938 ,<011/100/100>, 234045
15_3_418, <011/101/110>, 810974 ,<011/100/100>, 262760
15_3_419, <011/101/110>, 726673 ,<011/100/100>, 310303
15_3_41, <011/101/110>, 741760 ,<011/100/100>, 292906
15_3_420, <011/101/110>, 801295 ,<011/100/100>, 272919
15_3_421, <011/101/110>, 704733 ,<011/100/100>, 322442
15_3_422, <011/101/110>, 765999 ,<011/100/100>, 289362
15_3_423, <011/101/110>, 719765 ,<011/100/100>, 313015
15_3_424, <011/101/110>, 678967 ,<011/100/100>, 323180
15_3_425, <011/101/110>, 849350 ,<011/100/100>, 239595
15_3_426, <011/101/110>, 762694 ,<011/100/100>, 295251
15_3_427, <011/101/110>, 819641 ,<011/100/100>, 259715
15_3_428, <011/101/110>, 757515 ,<011/100/100>, 282816
15_3_429, <011/101/110>, 821515 ,<011/100/100>, 258417
15_3_42, <011/101/110>, 745882 ,<011/100/100>, 303468
15_3_430, <011/101/110>, 767456 ,<011/100/100>, 288700
15_3_431, <011/101/110>, 835343 ,<011/100/100>, 250493
15_3_432, <011/101/110>, 707520 ,<011/100/100>, 324939
15_3_433, <011/101/110>, 836955 ,<011/100/100>, 247277
15_3_434, <011/101/110>, 741669 ,<011/100/100>, 295523
15_3_435, <011/101/110>, 842650 ,<011/100/100>, 247372
15_3_436, <011/101/110>, 861980 ,<011/100/100>, 232371
15_3_437, <011/101/110>, 795376 ,<011/100/100>, 275158
15_3_438, <011/101/110>, 697609 ,<011/100/100>, 327113
15_3_439, <011/101/110>, 803666 ,<011/100/100>, 270601
15_3_43, <011/101/110>, 661367 ,<011/100/100>, 332892
15_3_440, <011/101/110>, 754048 ,<011/100/100>, 280540
15_3_441, <011/101/110>, 703775 ,<011/100/100>, 311720
15_3_442, <011/101/110>, 819991 ,<011/100/100>, 257139
15_3_443, <011/101/110>, 709562 ,<011/100/100>, 304838
15_3_444, <011/101/110>, 798814 ,<011/100/100>, 268662
15_3_445, <011/101/110>, 815416 ,<011/100/100>, 260642
15_3_446, <011/101/110>, 845009 ,<011/100/100>, 245823
15_3_447, <011/101/110>, 629370 ,<011/100/100>, 313327
15_3_448, <011/101/110>, 792197 ,<011/100/100>, 280400
15_3_449, <011/101/110>, 674285 ,<011/100/100>, 346725
15_3_44, <011/101/110>, 877308 ,<011/100/100>, 218450
15_3_450, <011/101/110>, 767074 ,<011/100/100>, 293973
15_3_451, <011/101/110>, 711046 ,<011/100/100>, 324267
15_3_452, <011/101/110>, 804270 ,<011/100/100>, 272234
15_3_453, <011/101/110>, 747245 ,<011/100/100>, 307700
15_3_454, <011/101/110>, 814670 ,<011/100/100>, 261958
15_3_455, <011/101/110>, 679239 ,<011/100/100>, 339574
15_3_456, <011/101/110>, 766144 ,<011/100/100>, 294763
15_3_457, <011/101/110>, 715094 ,<011/100/100>, 325768
15_3_458, <011/101/110>, 794504 ,<011/100/100>, 279374
15_3_459, <011/101/110>, 797772 ,<011/100/100>, 281839
15_3_45, <011/101/110>, 580037 ,<011/100/100>, 363295
15_3_460, <011/101/110>, 806015 ,<011/100/100>, 265916
15_3_461, <011/101/110>, 738503 ,<011/100/100>, 308671
15_3_462, <011/101/110>, 780890 ,<011/100/100>, 280275
15_3_463, <011/101/110>, 674656 ,<011/100/100>, 332794
15_3_464, <011/101/110>, 752806 ,<011/100/100>, 302442
15_3_465, <011/101/110>, 839186 ,<011/100/100>, 244495
15_3_466, <011/101/110>, 831828 ,<011/100/100>, 256966
15_3_467, <011/101/110>, 706464 ,<011/100/100>, 314240
15_3_468, <011/101/110>, 805463 ,<011/100/100>, 267950
15_3_469, <011/101/110>, 666373 ,<011/100/100>, 329940
15_3_46, <011/101/110>, 802683 ,<011/100/100>, 268075
15_3_470, <011/101/110>, 753916 ,<011/100/100>, 294910
15_3_471, <011/101/110>, 670088 ,<011/100/100>, 327034
15_3_472, <011/101/110>, 819650 ,<011/100/100>, 250294
15_3_473, <011/101/110>, 803500 ,<011/100/100>, 274325
15_3_474, <011/101/110>, 790511 ,<011/100/100>, 278132
15_3_475, <011/101/110>, 660084 ,<011/100/100>, 341592
15_3_476, <011/101/110>, 741156 ,<011/100/100>, 308971
15_3_477, <011/101/110>, 836607 ,<011/100/100>, 243075
15_3_478, <011/101/110>, 853847 ,<011/100/100>, 232658
15_3_479, <011/101/110>, 757538 ,<011/100/100>, 302726
15_3_47, <011/101/110>, 794551 ,<011/100/100>, 262513
15_3_480, <011/101/110>, 766877 ,<011/100/100>, 301366
15_3_481, <011/101/110>, 677031 ,<011/100/100>, 337979
15_3_482, <011/101/110>, 683914 ,<011/100/100>, 344929
15_3_483, <011/101/110>, 799921 ,<011/100/100>, 274724
15_3_484, <011/101/110>, 845082 ,<011/100/100>, 246055
15_3_485, <011/101/110>, 725426 ,<011/100/100>, 307713
15_3_486, <011/101/110>, 726720 ,<011/100/100>, 311704
15_3_487, <011/101/110>, 782376 ,<011/100/100>, 282000
15_3_488, <011/101/110>, 824690 ,<011/100/100>, 258460
15_3_489, <011/101/110>, 698895 ,<011/100/100>, 311515
15_3_48, <011/101/110>, 801400 ,<011/100/100>, 273263
15_3_490, <011/101/110>, 801320 ,<011/100/100>, 272487
15_3_491, <011/101/110>, 867505 ,<011/100/100>, 223958
15_3_492, <011/101/110>, 754755 ,<011/100/100>, 296436
15_3_493, <011/101/110>, 845984 ,<011/100/100>, 244251
15_3_494, <011/101/110>, 757888 ,<011/100/100>, 300334
